actual,prob
0.0,0.3800515007529333
1.0,0.8279227423848627
1.0,0.9290928776893942
1.0,0.4725084664828574
1.0,0.9069881073840714
0.0,0.6914337825301923
1.0,0.8705902817991624
1.0,0.7944506538311737
1.0,0.6864200279014228
1.0,0.4672171310461478
1.0,0.8316882237114853
1.0,0.8783456893706028
0.0,0.20660407995899044
1.0,0.7865584122101521
1.0,0.4200908281447422
1.0,0.8055285219328394
0.0,0.1425306449098551
0.0,0.545209944227208
1.0,0.7897650685048236
0.0,0.34163434915505436
1.0,0.4878064424476018
1.0,0.6437225471901143
0.0,0.3460669866450098
0.0,0.5194136806337981
1.0,0.4062934445912269
1.0,0.6812819869524656
0.0,0.3248730628707534
0.0,0.21338543918877495
0.0,0.25532756324200845
0.0,0.3524973683646366
0.0,0.3363232176652552
1.0,0.8579954560964134
0.0,0.46188620914142897
1.0,0.43772299907734546
1.0,0.37224715795820723
1.0,0.8379243341035998
1.0,0.7697352214389018
0.0,0.30416845606753984
1.0,0.39338106617018165
0.0,0.24043232768879513
0.0,0.2962055665977589
1.0,0.6100764058715782
0.0,0.4538378363470592
1.0,0.560780412717475
1.0,0.8503786401338409
1.0,0.832500787060261
0.0,0.4830985821708799
1.0,0.5916517615260515
0.0,0.3271079505114842
0.0,0.19063377051377617
0.0,0.2649487229341147
1.0,0.45935880591412076
1.0,0.7627521861192785
1.0,0.8976738292597198
0.0,0.5989535967856512
1.0,0.6844468940141359
0.0,0.26038034226576184
0.0,0.30434708159829243
1.0,0.6746243500818895
0.0,0.2728400185645525
0.0,0.30206080402591595
1.0,0.7131620567033614
0.0,0.3095171963901589
1.0,0.8361342170774582
1.0,0.6092460696348926
0.0,0.4590061046355006
1.0,0.9276785248586139
1.0,0.6472846621708476
0.0,0.2588509432943523
1.0,0.8041323131768837
1.0,0.6383783994295196
1.0,0.557832678562903
1.0,0.7619467997616939
1.0,0.526269144587284
0.0,0.2034478867134601
1.0,0.7111510400348746
1.0,0.6569893104591018
1.0,0.26317698049992205
0.0,0.028105013766545346
0.0,0.5697901836871533
1.0,0.5118852796002721
1.0,0.8531070745042798
0.0,0.4676172866741666
1.0,0.8934663834970145
0.0,0.3599944087899989
1.0,0.9475724634230486
1.0,0.6573463478678003
0.0,0.5422951813109035
1.0,0.7992035834811141
1.0,0.5525382441909705
1.0,0.5076781706785793
0.0,0.17349293305060268
1.0,0.9753578879283215
1.0,0.9047618337230571
1.0,0.4687219049431101
1.0,0.6810223963754923
0.0,0.308066887661459
1.0,0.4947229190511683
0.0,0.20212913456130904
0.0,0.4818305811700183
1.0,0.8548408743451795
1.0,0.7986530987381787
0.0,0.21207500797612489
1.0,0.8688654802088647
1.0,0.5946739110840196
1.0,0.3987431435688557
1.0,0.6855724703113646
0.0,0.5845227786612623
0.0,0.19159538512417978
1.0,0.6178452025310905
0.0,0.08176691506071891
1.0,0.35424465760932466
0.0,0.2638191822031455
0.0,0.14352412134636
1.0,0.6458318297755509
1.0,0.9176456767625889
1.0,0.9498499378789697
0.0,0.14046495696155073
1.0,0.9325281869856874
1.0,0.9872940790117599
1.0,0.8272900802218677
1.0,0.8534563287191473
1.0,0.6527847938302948
0.0,0.32244902999712416
1.0,0.9081018985005208
1.0,0.8621695815851111
0.0,0.41226391401451
0.0,0.4196344371685791
1.0,0.8900129267155703
0.0,0.42911183413292786
1.0,0.3778804080291616
1.0,0.7769346956712079
0.0,0.37729085536367063
1.0,0.7997478196709769
1.0,0.8957984604809864
1.0,0.8019830336902529
1.0,0.7716771896754551
0.0,0.593946253908562
1.0,0.9226242961689033
0.0,0.3675534807612925
0.0,0.42892516857531304
0.0,0.573074961434577
1.0,0.7216837746870399
0.0,0.10941887673814328
0.0,0.25214198562308776
0.0,0.36623281587435996
1.0,0.6618353000916433
1.0,0.6499959636010765
0.0,0.20036561516032148
1.0,0.919583976526392
1.0,0.9570832121698195
1.0,0.41610571076363756
1.0,0.654208634268538
1.0,0.9443511820697114
1.0,0.6646357158058388
1.0,0.9016819572373039
1.0,0.8091027854210465
1.0,0.9507633868649051
0.0,0.02919835416990277
0.0,0.5757830369024282
0.0,0.14958444400509077
0.0,0.31571957190117045
0.0,0.34869135520507993
1.0,0.8338909504768761
0.0,0.4174305895201868
1.0,0.5488464347639219
1.0,0.5692981838717707
1.0,0.4992708240936662
1.0,0.9705165127441181
0.0,0.42119858620894945
0.0,0.6025707490068921
1.0,0.31199338492916917
1.0,0.7292210870078244
0.0,0.2673641464670385
1.0,0.49131710988184835
1.0,0.9450423682998464
1.0,0.8823082351023613
1.0,0.8863488012432224
1.0,0.6744504028353648
0.0,0.1703243032880976
0.0,0.4289448902639842
1.0,0.7525636282659856
1.0,0.9785728321060558
1.0,0.8359804388193559
1.0,0.2777146310028248
1.0,0.45666178654997086
1.0,0.7946906823148788
1.0,0.8124282988478049
1.0,0.6482238260538445
0.0,0.3561037753027666
1.0,0.8070234041221033
0.0,0.22014298523476983
0.0,0.516644745484515
0.0,0.338366901220129
1.0,0.9120821462756543
1.0,0.8198335737767896
0.0,0.2536497651858203
0.0,0.4491793288780561
1.0,0.37593548634579144
0.0,0.28493055898780484
1.0,0.9240229439057712
1.0,0.47755898418573806
1.0,0.42462252609638235
1.0,0.7809866237290902
0.0,0.352943226715618
1.0,0.9619266144516526
1.0,0.5652560788925691
1.0,0.583597698984998
0.0,0.19452160068252955
1.0,0.7620942790821945
1.0,0.6851281319734427
1.0,0.7901151294325257
1.0,0.9022327954645701
0.0,0.1961761476127826
1.0,0.8042606372442305
1.0,0.8557282122278549
1.0,0.5590576879776428
1.0,0.7538110557790956
1.0,0.9027583732979299
1.0,0.861501443928306
1.0,0.5013022187202417
1.0,0.8765993399283767
1.0,0.5482553634860726
1.0,0.8477307760216606
0.0,0.11093442986645764
1.0,0.9337957821269517
0.0,0.21669712243530742
1.0,0.41219948829168884
1.0,0.5980575661429055
1.0,0.8002535360007071
0.0,0.1650445115819028
0.0,0.4530082072120052
1.0,0.7560628714058316
1.0,0.4602425868543534
1.0,0.7997438446948544
1.0,0.7532007992181871
1.0,0.8043826657763211
0.0,0.17427460291828972
0.0,0.24441560304601478
1.0,0.9041773129560331
1.0,0.8476807574089658
1.0,0.8397919778730685
0.0,0.08699756840576478
1.0,0.8724559076318691
1.0,0.5329999819469357
1.0,0.9199973121854486
1.0,0.9637858917315155
1.0,0.8576437340214929
0.0,0.5606932096942105
0.0,0.49697656683803354
1.0,0.906586524990599
1.0,0.8646712766825958
1.0,0.38842947942984907
1.0,0.36370611885671966
1.0,0.6934688067495294
0.0,0.5317320904773514
0.0,0.24939357609313756
0.0,0.34416678974691595
1.0,0.4093864448956937
1.0,0.7218337926040056
0.0,0.3851651969256715
0.0,0.20777777216107174
0.0,0.244811012983828
0.0,0.5302567830966483
1.0,0.8715890357384757
0.0,0.43027414184428436
1.0,0.652520812738037
0.0,0.20967037141474554
1.0,0.6893172537021832
0.0,0.18082845211745413
1.0,0.4106209450398617
1.0,0.5420730938525609
1.0,0.8279867344455649
1.0,0.9519403054943159
1.0,0.6202226559871167
0.0,0.15961887188150273
1.0,0.7491461516213458
1.0,0.7571443003365577
0.0,0.21301896244745316
0.0,0.36745791071228595
1.0,0.733302098392789
1.0,0.8080700153762888
0.0,0.44844333034408873
0.0,0.13521003328701114
1.0,0.845090781909285
0.0,0.39161182294335073
1.0,0.8681906552589964
1.0,0.6125543711749855
1.0,0.7151579263838236
1.0,0.8842975112701593
0.0,0.15716992301242722
1.0,0.8140815497009932
0.0,0.5251779363726614
1.0,0.8087171964828324
0.0,0.37271032939314486
1.0,0.9084493948238181
0.0,0.20268821427486244
1.0,0.48936757885276094
1.0,0.6350768950251972
0.0,0.1812258534725869
0.0,0.10828624423353798
0.0,0.13196308611368293
0.0,0.5193288806369445
1.0,0.8614670720213611
1.0,0.8531092125609694
1.0,0.4762101189131941
1.0,0.6449173708647709
1.0,0.6610761216882177
1.0,0.7075430014125057
0.0,0.339230823890123
1.0,0.5351221121690088
1.0,0.5145223463352568
0.0,0.20334407188211867
1.0,0.6266955100124778
1.0,0.42457063169593195
1.0,0.8094772350196147
1.0,0.6541309619633449
0.0,0.3599799934777008
0.0,0.47427286096337384
1.0,0.4022455180185238
0.0,0.40163693149520246
0.0,0.17674374362554982
1.0,0.7395204275966238
0.0,0.20994089228209567
1.0,0.8013401706526002
0.0,0.19246825701759013
0.0,0.49080085074991825
1.0,0.7771804114872368
0.0,0.24639630842994348
1.0,0.7586907290157319
1.0,0.7862929013765588
0.0,0.2043128785440237
1.0,0.8153496422041474
1.0,0.8681334593730529
1.0,0.7513976781634636
1.0,0.7327025948175442
1.0,0.4932510807596396
1.0,0.9172473480958104
0.0,0.12165289576100599
1.0,0.5891787332659504
0.0,0.3365770432365622
1.0,0.4696070327541899
0.0,0.5410952153171397
1.0,0.5044951539480045
1.0,0.9417353610123878
0.0,0.18852613194995965
1.0,0.7468178885279549
0.0,0.21426994562011115
0.0,0.12438448156221638
0.0,0.19206883892801854
1.0,0.7154148083534684
1.0,0.5299074249130714
0.0,0.49098519089482884
0.0,0.2517244988501674
1.0,0.5896965909997092
0.0,0.5027023455654529
1.0,0.7346920718122909
1.0,0.8233367666805326
1.0,0.7887390118540957
1.0,0.31890907489796333
1.0,0.6909877954650772
0.0,0.37202396465119303
0.0,0.07151474604172231
1.0,0.8860600880056043
0.0,0.12881373206218405
0.0,0.4231392788027139
1.0,0.8204473838539476
0.0,0.25817945062038383
1.0,0.4473268227760241
1.0,0.9467296092369383
1.0,0.751780493717141
1.0,0.877883200156071
1.0,0.36491476801079425
1.0,0.802198065823958
1.0,0.8135685691841068
1.0,0.4015307188591234
1.0,0.8915862359295256
0.0,0.33425131889792875
1.0,0.6042905780280697
0.0,0.2839527813338085
1.0,0.5940746990603669
1.0,0.9723339399075235
0.0,0.2385571263308301
0.0,0.5172027012459977
0.0,0.4386924452207984
0.0,0.5494158981079138
1.0,0.7151302281830869
1.0,0.6763388144670978
1.0,0.7889926202941175
1.0,0.4866082037663031
0.0,0.37249812752319766
1.0,0.3893453811075158
1.0,0.44713600141176524
0.0,0.10014025131360733
0.0,0.15625465900555094
0.0,0.5002460459229738
0.0,0.3387802055175096
0.0,0.46506724438593217
0.0,0.18741285304512173
0.0,0.42959000338225967
1.0,0.4644924004116508
1.0,0.584646537010096
1.0,0.9089581663842332
0.0,0.3998126094954741
1.0,0.9296093049164519
0.0,0.3076410900175579
1.0,0.7799790870995746
0.0,0.49317485514832154
0.0,0.35093641403228776
0.0,0.45069710355048864
1.0,0.6919243368824097
1.0,0.28141940488361145
0.0,0.14879281168375563
0.0,0.24305687882911958
0.0,0.3137853645723045
1.0,0.7097526998108262
0.0,0.2743414360010021
0.0,0.24442950992625506
1.0,0.5969241537594971
0.0,0.06978714298804418
0.0,0.38185997219488016
1.0,0.4973595771283011
1.0,0.7239649849872221
0.0,0.12652958975650416
1.0,0.6553902243899761
1.0,0.46963353832722676
1.0,0.851521980237976
1.0,0.6029271939151539
0.0,0.11591595713155221
0.0,0.4466333806935221
0.0,0.3927172684912212
1.0,0.6806407784128455
1.0,0.9185454857080294
1.0,0.8581615580507104
1.0,0.781621811761071
1.0,0.5403870086553627
1.0,0.5421704332463153
0.0,0.34640998406215767
1.0,0.9418670044242422
1.0,0.7039074504846862
1.0,0.7423131662515883
0.0,0.47842382321367116
0.0,0.27678590043546664
0.0,0.4521315241404993
1.0,0.6493787140337864
1.0,0.8464229937138964
0.0,0.22552009385761723
1.0,0.44767380510457044
1.0,0.8394589177686032
0.0,0.38963091568268077
1.0,0.9022057452686203
1.0,0.38110612710618363
0.0,0.23891666075727708
0.0,0.16935765352024013
1.0,0.8497863253054128
1.0,0.6845499297739595
1.0,0.7207574230977883
1.0,0.4844116854705666
0.0,0.2934940545834242
1.0,0.9029818803172145
1.0,0.44872816433916396
1.0,0.6136564287667823
0.0,0.2523283047522886
0.0,0.410148223898621
0.0,0.21382283172048772
0.0,0.15936167684954156
0.0,0.11782371401756218
0.0,0.517522123788755
1.0,0.8928768274307342
0.0,0.16081481939504846
0.0,0.21530634788768488
1.0,0.3943751598463877
1.0,0.9684640151140006
1.0,0.7923224857577922
1.0,0.7762056182088105
1.0,0.5397306793581758
1.0,0.951044050274963
1.0,0.7691329001521698
1.0,0.670177686191328
1.0,0.8329914057439863
0.0,0.5350271570915934
1.0,0.7099427533143986
1.0,0.7402692606865988
1.0,0.7580944318980695
1.0,0.5600743517489505
1.0,0.8977995324950834
1.0,0.6591211184146484
0.0,0.12817024987830883
0.0,0.540082677837414
1.0,0.9030885645496107
0.0,0.4067856641741793
1.0,0.7937168788444191
1.0,0.6125892389474777
0.0,0.49132081270617195
0.0,0.2046852195759319
1.0,0.707343722742775
0.0,0.6292401005451816
0.0,0.15691847232194664
1.0,0.6029013810837022
0.0,0.04592472327785274
0.0,0.21740137283623534
1.0,0.9477245331767973
1.0,0.47531432383843897
1.0,0.6690882478142063
1.0,0.3188798478306263
1.0,0.8368163756804337
1.0,0.3806747339102502
0.0,0.3579361524175151
0.0,0.38440554695728724
0.0,0.3936328913439806
1.0,0.9485169504039088
1.0,0.8628455660214216
1.0,0.5075471551240639
1.0,0.9454576022723259
0.0,0.042959815464477975
0.0,0.40042526865940403
1.0,0.8795013125223397
0.0,0.23702492779184275
1.0,0.5464180281735332
1.0,0.59695256885942
0.0,0.24894739467377053
1.0,0.8091954039282464
1.0,0.7893005746530211
1.0,0.514915998199692
