make,transmission,state,condition,odometer,auction_value,selling_price
,automatic,ca,5,1347.0,17850.0,17900.0
,automatic,fl,4.1,72165.0,6925.0,7900.0
chrysler,,tx,4.4,69177.0,12800.0,13000.0
hyundai,automatic,,4.4,36117.0,15300.0,16250.0
toyota,automatic,ms,3.7,34343.0,12400.0,12900.0
nissan,automatic,il,2.5,,18500.0,19000.0
honda,automatic,nj,4.1,15886.0,19400.0,20100.0
ford,automatic,il,4.3,21120.0,17150.0,17000.0
chevrolet,automatic,oh,,62836.0,8175.0,7100.0
,automatic,il,4.6,19443.0,12900.0,12200.0
dodge,,fl,4,24245.0,15600.0,15900.0
ford,automatic,fl,3.8,47283.0,15150.0,16000.0
hyundai,automatic,fl,4.1,43700.0,13050.0,12700.0
ford,automatic,ca,4,28951.0,20700.0,20600.0
nissan,,fl,4.8,4357.0,10750.0,11200.0
honda,automatic,,4.3,29009.0,13900.0,14100.0
chevrolet,automatic,ms,2.7,115235.0,,1750.0
chevrolet,automatic,fl,2.8,59130.0,15650.0,16100.0
chrysler,,ne,3.7,32594.0,18150.0,18800.0
chevrolet,,nj,,29298.0,15450.0,15000.0
hyundai,automatic,oh,4.1,30439.0,19700.0,19800.0
ford,automatic,nc,3.3,62193.0,11700.0,12800.0
dodge,automatic,il,3.2,68696.0,7725.0,7600.0
kia,automatic,va,4.3,13759.0,11050.0,11700.0
kia,automatic,wi,3.8,10602.0,15300.0,14000.0
chevrolet,automatic,ca,4.2,39139.0,,9500.0
ford,automatic,fl,3.3,85847.0,9775.0,9700.0
bmw,automatic,nj,4.4,8772.0,33900.0,36750.0
ford,automatic,ga,4.1,81293.0,8825.0,9200.0
nissan,,nv,,,13450.0,14400.0
hyundai,automatic,ga,2.9,98622.0,11400.0,10000.0
,automatic,nj,4.3,24903.0,17250.0,18200.0
ford,manual,pa,4.6,2391.0,56100.0,57700.0
nissan,automatic,,2.8,52361.0,12200.0,11900.0
nissan,automatic,tn,4.2,,15750.0,16300.0
chevrolet,automatic,fl,3,22220.0,14200.0,14600.0
ford,automatic,,3.8,50151.0,12650.0,12200.0
,automatic,nj,3.6,50348.0,9325.0,10600.0
ford,automatic,mo,3.5,76380.0,12250.0,13000.0
ford,automatic,nj,2.6,26844.0,12400.0,11000.0
hyundai,automatic,,3.3,,9400.0,8900.0
nissan,automatic,oh,2.2,60950.0,10550.0,10700.0
toyota,automatic,md,4.6,43748.0,15500.0,17700.0
nissan,automatic,ca,4.5,36177.0,10950.0,11750.0
honda,automatic,ca,4.7,5600.0,23800.0,23900.0
chevrolet,automatic,,4.1,61235.0,12650.0,13200.0
,automatic,nc,3.7,44313.0,12500.0,12900.0
kia,automatic,tx,4.7,12685.0,13000.0,15100.0
,automatic,,2,61340.0,10700.0,9701.0
toyota,automatic,va,3.4,28244.0,18150.0,18700.0
ford,automatic,mo,4.6,26105.0,19850.0,21200.0
ford,automatic,mo,5,10.0,,30000.0
chevrolet,automatic,hi,4,30294.0,9425.0,9300.0
chevrolet,automatic,az,2.9,50838.0,7550.0,7400.0
chrysler,,il,,72882.0,12150.0,12300.0
chevrolet,,mi,4.1,50473.0,8000.0,8200.0
chevrolet,automatic,nv,3.4,21549.0,28800.0,27750.0
ford,automatic,ut,3.6,106742.0,8225.0,10000.0
ford,automatic,md,4.9,14612.0,23900.0,22500.0
kia,,mo,3.4,61882.0,,9000.0
honda,automatic,pa,3.3,21666.0,14400.0,14200.0
nissan,automatic,pr,,25834.0,13800.0,17100.0
chrysler,automatic,,3.8,6036.0,,18900.0
ford,automatic,mo,3.7,40133.0,17900.0,18000.0
chevrolet,automatic,pa,4.3,59585.0,13400.0,13600.0
bmw,automatic,nj,3.7,,20200.0,19500.0
toyota,automatic,ga,4.4,97082.0,10450.0,9000.0
kia,automatic,mo,4.2,37891.0,17250.0,18000.0
hyundai,automatic,fl,4.4,15718.0,10350.0,9800.0
ford,automatic,co,4.2,19414.0,19150.0,20600.0
ford,automatic,pa,4.7,32870.0,,16600.0
,automatic,mo,1.9,83274.0,7225.0,5100.0
ford,,il,3.6,35332.0,18700.0,18200.0
honda,automatic,pa,4.2,34289.0,12200.0,13500.0
ford,,nj,4.3,23833.0,,21100.0
,automatic,,3.5,49077.0,11000.0,11200.0
hyundai,automatic,fl,4.3,10372.0,35700.0,40000.0
chrysler,automatic,mn,4,20525.0,11650.0,12400.0
ford,automatic,pa,,,10150.0,10400.0
nissan,automatic,tn,,,12000.0,11500.0
dodge,automatic,sc,3.1,44147.0,13850.0,13700.0
ford,automatic,tn,4.7,15824.0,29900.0,31600.0
,automatic,ga,5,501.0,34600.0,32500.0
nissan,automatic,il,4.4,15954.0,29200.0,31400.0
chevrolet,,oh,3.5,80518.0,7625.0,8000.0
chevrolet,automatic,tx,3.4,50872.0,17100.0,12000.0
ford,automatic,,3.6,27661.0,13550.0,13200.0
dodge,automatic,md,4.2,41099.0,13250.0,13800.0
kia,automatic,ne,4.1,46909.0,,11300.0
chevrolet,automatic,md,3.5,52605.0,11600.0,11400.0
honda,,pa,,42911.0,13100.0,12900.0
ford,,mi,4.4,59766.0,23000.0,22000.0
kia,automatic,co,1.9,51842.0,7175.0,4800.0
nissan,automatic,oh,2.7,29228.0,12300.0,11200.0
chevrolet,automatic,tx,4,87249.0,10900.0,11100.0
bmw,automatic,ca,4.8,45760.0,34500.0,36500.0
hyundai,automatic,tn,4.2,14688.0,10850.0,10300.0
hyundai,automatic,tx,4.2,15496.0,13550.0,14200.0
nissan,automatic,mo,4.6,28391.0,17550.0,21000.0
honda,,,,33788.0,11250.0,10900.0
,automatic,nc,2.3,60795.0,13450.0,12900.0
,,tx,3.9,12426.0,9975.0,9800.0
toyota,automatic,fl,4.7,10963.0,16850.0,16800.0
nissan,automatic,ca,,25209.0,,15400.0
ford,automatic,ut,3.1,113505.0,9525.0,10000.0
kia,automatic,mo,3.5,35886.0,14200.0,14000.0
toyota,automatic,ne,,55320.0,17150.0,17200.0
chevrolet,automatic,md,2.5,,9925.0,9400.0
chevrolet,automatic,nv,4.2,112728.0,18300.0,18750.0
ford,automatic,,4,16549.0,24200.0,25000.0
honda,automatic,il,4.4,5146.0,,10600.0
chrysler,automatic,fl,,29.0,24900.0,25200.0
toyota,automatic,ca,,95357.0,12650.0,12400.0
dodge,automatic,ca,2.7,76947.0,9125.0,8750.0
chrysler,automatic,mo,,31898.0,18150.0,18500.0
nissan,automatic,ut,1.9,57984.0,13800.0,12000.0
dodge,automatic,tx,,6065.0,12350.0,13000.0
kia,automatic,oh,2.4,42813.0,8775.0,8200.0
bmw,automatic,,2.8,57632.0,22300.0,17800.0
nissan,automatic,ca,2.6,20899.0,14300.0,13750.0
nissan,automatic,nc,4.3,61525.0,14700.0,15100.0
hyundai,automatic,co,4.4,30729.0,11600.0,11800.0
honda,automatic,nv,2.2,,10700.0,11300.0
chrysler,automatic,az,2.8,56087.0,,9600.0
,,nj,3.8,9730.0,25200.0,24700.0
ford,automatic,mo,4.4,14886.0,23400.0,23700.0
toyota,automatic,,3.8,,13350.0,13900.0
dodge,automatic,ca,3,67585.0,9825.0,7300.0
nissan,automatic,mo,4.3,17867.0,18200.0,18200.0
kia,automatic,fl,4.9,11023.0,21100.0,20000.0
toyota,automatic,fl,4.3,35615.0,14700.0,15800.0
toyota,automatic,nj,4,29796.0,14200.0,14500.0
nissan,automatic,pa,2.2,17687.0,,12700.0
chevrolet,automatic,fl,3,29427.0,20000.0,22200.0
dodge,automatic,fl,1.9,78204.0,8000.0,7800.0
ford,automatic,pa,4.5,47443.0,11800.0,12300.0
nissan,automatic,az,3.6,43972.0,6775.0,7700.0
ford,automatic,il,3.6,57291.0,,11700.0
ford,automatic,tx,3.5,42107.0,14700.0,14700.0
ford,automatic,ca,3.4,36465.0,,15500.0
,automatic,fl,4.7,44173.0,28000.0,32000.0
honda,automatic,pa,2.4,87467.0,6325.0,6300.0
chrysler,automatic,,2.7,29416.0,12600.0,11400.0
hyundai,automatic,la,3.2,59294.0,10100.0,10100.0
hyundai,automatic,ca,,32831.0,11450.0,11400.0
bmw,automatic,nj,4.1,46751.0,33500.0,33350.0
dodge,automatic,,4.5,11659.0,15950.0,15500.0
dodge,automatic,,2.7,54519.0,8425.0,6400.0
nissan,automatic,,4.2,34720.0,12000.0,12000.0
dodge,,tx,2.9,67101.0,11750.0,11500.0
chrysler,automatic,mn,4.7,18005.0,18200.0,19600.0
bmw,automatic,,3.7,64808.0,,26500.0
nissan,automatic,fl,4.5,25444.0,15550.0,14500.0
nissan,automatic,mo,4.4,29352.0,12050.0,12000.0
chevrolet,automatic,fl,4.6,54587.0,18050.0,17000.0
bmw,automatic,ca,4.5,8487.0,27000.0,26500.0
ford,automatic,pa,4.1,21936.0,,31000.0
kia,automatic,wa,3.7,36286.0,13300.0,13900.0
chevrolet,automatic,tx,3.3,63369.0,10100.0,9300.0
toyota,automatic,oh,3.8,53056.0,9800.0,9800.0
,automatic,,,,,9700.0
toyota,automatic,fl,4,25378.0,11100.0,11700.0
kia,automatic,mn,3.8,40419.0,9275.0,8900.0
chevrolet,automatic,fl,4.4,54262.0,21500.0,23100.0
chevrolet,,tn,4.3,39369.0,13000.0,12900.0
dodge,automatic,pa,4.7,26208.0,17100.0,17000.0
chevrolet,automatic,il,4,17584.0,12450.0,12500.0
chevrolet,automatic,tn,5,,24700.0,24400.0
,automatic,fl,5,71.0,14250.0,15000.0
nissan,automatic,in,3.8,70384.0,8025.0,8300.0
,,fl,1.9,39226.0,16450.0,15000.0
bmw,automatic,ca,2.4,13305.0,20800.0,11750.0
ford,automatic,ga,5,3394.0,26600.0,27800.0
,automatic,ms,3.2,,6625.0,7100.0
ford,automatic,ga,3.4,17005.0,36000.0,33000.0
hyundai,automatic,tx,4.1,11119.0,10550.0,10200.0
hyundai,automatic,mn,4.9,12388.0,21000.0,21300.0
ford,automatic,md,4.2,43659.0,15000.0,14600.0
kia,automatic,,4.6,19067.0,17900.0,18200.0
dodge,automatic,,3,100333.0,7975.0,7400.0
nissan,automatic,tx,4.5,43958.0,11700.0,12000.0
,automatic,fl,,19465.0,10600.0,10400.0
dodge,,mo,2.5,55514.0,,8900.0
chevrolet,,nj,5,4762.0,,24600.0
honda,automatic,in,,59526.0,25000.0,25250.0
ford,automatic,,4.1,53032.0,26500.0,26000.0
bmw,automatic,ga,4.2,68047.0,12950.0,12500.0
chevrolet,automatic,mi,5,17395.0,32700.0,38600.0
hyundai,automatic,ca,4.8,39698.0,11200.0,12000.0
,automatic,mi,3.7,10852.0,17200.0,17100.0
ford,,,3,65986.0,8175.0,9100.0
ford,automatic,tx,3.3,63049.0,11650.0,11600.0
,automatic,pa,3.6,11529.0,20900.0,19900.0
dodge,automatic,wi,2.2,,10050.0,9700.0
nissan,automatic,fl,4.4,27778.0,12750.0,14800.0
,,fl,4.2,59740.0,13350.0,13400.0
ford,automatic,,2.2,95811.0,9650.0,8400.0
ford,automatic,mo,4.8,27177.0,15500.0,17100.0
dodge,automatic,ne,3.6,101943.0,16650.0,18700.0
ford,automatic,,4.4,30716.0,8650.0,8500.0
nissan,,ga,4.8,39834.0,17000.0,19100.0
toyota,automatic,co,4.3,23595.0,21300.0,22300.0
chevrolet,automatic,tn,3.1,26870.0,32200.0,31800.0
dodge,automatic,oh,3.8,46958.0,12850.0,11200.0
,automatic,il,2.2,114255.0,4925.0,5300.0
ford,automatic,pa,4.6,20668.0,21000.0,20000.0
chevrolet,automatic,,3.7,44412.0,9200.0,10200.0
nissan,automatic,fl,4.3,50712.0,15650.0,15600.0
ford,automatic,ca,4.8,15783.0,11600.0,12200.0
nissan,automatic,ca,1.9,81019.0,5675.0,4000.0
bmw,,nv,4.8,22955.0,31600.0,32500.0
honda,automatic,tx,3.5,59698.0,12150.0,12800.0
chrysler,automatic,pa,3.5,35700.0,10900.0,10700.0
chrysler,automatic,wi,3.5,39849.0,9525.0,9500.0
toyota,automatic,md,3.5,62531.0,13700.0,12900.0
ford,automatic,pa,4.4,22234.0,19350.0,19800.0
ford,,,3.9,67986.0,,17700.0
chrysler,automatic,fl,3.8,50261.0,17300.0,15600.0
toyota,automatic,wa,2.5,68945.0,11150.0,12200.0
ford,automatic,pa,4.1,33044.0,21800.0,22400.0
,automatic,fl,4,30730.0,18300.0,17600.0
hyundai,automatic,fl,2.4,36305.0,13100.0,7200.0
chevrolet,automatic,ne,3.9,19832.0,14750.0,15600.0
toyota,automatic,,2.8,56897.0,13200.0,13300.0
chevrolet,automatic,il,,13886.0,29300.0,28400.0
ford,automatic,hi,2.9,11939.0,16400.0,14500.0
bmw,,ca,4.4,,38300.0,38000.0
honda,automatic,pa,4.3,32990.0,,12900.0
hyundai,automatic,,3.3,41234.0,11750.0,12100.0
dodge,automatic,mi,4.2,71342.0,12900.0,12600.0
ford,automatic,tx,4.2,81739.0,9000.0,8600.0
hyundai,automatic,mo,3.4,33141.0,10600.0,10600.0
chevrolet,automatic,in,2,36790.0,15250.0,6500.0
toyota,,,4.7,7537.0,38400.0,40100.0
bmw,manual,ca,3.3,38805.0,26600.0,27750.0
toyota,automatic,fl,4.4,15953.0,11850.0,12600.0
dodge,,fl,2.4,,6500.0,5500.0
ford,automatic,fl,4.8,25740.0,31400.0,31800.0
,automatic,ca,4.3,53310.0,10500.0,10700.0
ford,automatic,nc,4.2,69252.0,14150.0,14000.0
toyota,automatic,md,3.7,33890.0,,12800.0
ford,automatic,tx,4.5,39778.0,27600.0,27600.0
bmw,automatic,fl,4.2,29598.0,30300.0,30200.0
nissan,automatic,il,4.4,19284.0,15250.0,15600.0
nissan,automatic,fl,3.5,,16850.0,18200.0
chevrolet,automatic,va,3.9,9079.0,12150.0,12300.0
toyota,,wi,3.8,45902.0,14950.0,15400.0
toyota,,fl,3.1,65244.0,11550.0,11200.0
toyota,automatic,oh,,25944.0,16150.0,16600.0
chrysler,automatic,oh,4.1,71821.0,,9100.0
toyota,automatic,pa,3,99782.0,11600.0,5700.0
dodge,automatic,fl,3.6,50724.0,12950.0,11200.0
nissan,automatic,il,4.8,8529.0,11250.0,12800.0
chevrolet,,fl,4.3,31723.0,31600.0,34500.0
ford,automatic,tx,4.4,32944.0,16500.0,17100.0
hyundai,automatic,fl,3.8,,7850.0,9100.0
nissan,automatic,,3.9,40136.0,11950.0,11800.0
dodge,automatic,,4.1,39412.0,12550.0,12600.0
,automatic,mi,4.2,52915.0,9675.0,9700.0
nissan,automatic,,4.3,20055.0,14350.0,13500.0
toyota,automatic,fl,4.4,107847.0,17900.0,17700.0
chevrolet,automatic,,4.4,51717.0,9875.0,10100.0
nissan,automatic,mo,3.1,32486.0,12550.0,11500.0
,automatic,nj,3.9,51998.0,,16100.0
ford,automatic,mi,,15772.0,19450.0,18800.0
kia,automatic,nj,4.6,12192.0,11450.0,11000.0
toyota,automatic,pa,2,69178.0,8875.0,7700.0
kia,automatic,fl,4.1,38412.0,,13100.0
nissan,automatic,nc,3.7,44779.0,16350.0,18100.0
nissan,automatic,pa,,15033.0,22900.0,23000.0
ford,automatic,mi,4.4,34677.0,13650.0,14500.0
nissan,automatic,mo,3.1,47364.0,11400.0,11300.0
nissan,automatic,il,3.8,15274.0,32300.0,31000.0
ford,automatic,pa,3.1,36548.0,11450.0,10500.0
,automatic,wi,5,,17350.0,19200.0
chrysler,automatic,tx,3.7,42924.0,16900.0,17200.0
hyundai,automatic,ca,4.1,63711.0,12850.0,12250.0
bmw,automatic,nj,4.9,7564.0,41900.0,32750.0
chevrolet,,fl,4.5,54412.0,16050.0,16600.0
,automatic,ga,3.2,35237.0,14300.0,15800.0
nissan,automatic,fl,,52400.0,10950.0,12400.0
nissan,automatic,il,2.5,35551.0,,12600.0
chevrolet,automatic,il,4,16141.0,15100.0,14200.0
nissan,automatic,,2.7,,,14800.0
nissan,automatic,mo,,22593.0,12450.0,12600.0
ford,automatic,mo,2.9,34219.0,13250.0,14100.0
ford,automatic,,4.1,18289.0,12050.0,12200.0
,automatic,fl,4.4,23546.0,12700.0,13700.0
kia,automatic,,4.4,3229.0,11800.0,14500.0
ford,,tn,4.8,16648.0,,17900.0
chevrolet,,mi,2,55614.0,8600.0,7000.0
chevrolet,,nj,2.8,60222.0,8750.0,8600.0
hyundai,automatic,,3.9,,10050.0,9800.0
dodge,automatic,nc,4.4,87508.0,,7200.0
ford,automatic,ca,3.6,23492.0,9750.0,11100.0
ford,automatic,in,3.5,72575.0,12200.0,8700.0
ford,automatic,fl,5,5382.0,19950.0,25600.0
toyota,,fl,2.9,36980.0,13400.0,13000.0
,automatic,il,3,29014.0,,15300.0
chrysler,automatic,ny,4.1,38290.0,16250.0,16000.0
ford,automatic,,3.5,34914.0,20800.0,21500.0
nissan,,fl,2.9,19784.0,17000.0,16200.0
chevrolet,automatic,,,45905.0,39900.0,39500.0
nissan,automatic,ca,4.3,152873.0,9850.0,6800.0
ford,automatic,nj,3.8,38928.0,24300.0,23300.0
nissan,automatic,nj,3.5,24411.0,12600.0,11400.0
nissan,automatic,ca,2.4,34090.0,13500.0,11750.0
toyota,automatic,md,4.2,15919.0,14850.0,15100.0
dodge,automatic,mn,2.8,39576.0,8700.0,8900.0
chevrolet,automatic,mo,2.7,78269.0,14600.0,14000.0
toyota,automatic,fl,4.1,22626.0,13550.0,13100.0
ford,automatic,mi,,46865.0,15200.0,15000.0
dodge,automatic,in,4.7,12684.0,12850.0,13000.0
toyota,automatic,fl,,,14750.0,14900.0
,automatic,ny,3.4,35176.0,24900.0,24800.0
dodge,automatic,ga,4.3,88534.0,6275.0,7700.0
chevrolet,automatic,co,4,18635.0,,31800.0
nissan,automatic,il,,,8125.0,7700.0
nissan,automatic,nj,4.9,15726.0,16500.0,16700.0
nissan,,nj,4.2,34690.0,12050.0,12500.0
ford,automatic,nj,2.1,27729.0,10500.0,8100.0
,automatic,nj,3.9,64032.0,16550.0,16200.0
ford,automatic,ny,2.9,7296.0,18100.0,17000.0
honda,,,,34781.0,11000.0,21000.0
honda,,nj,3.1,,12200.0,11500.0
nissan,automatic,ca,5,1212.0,14700.0,12750.0
ford,automatic,oh,3.4,55531.0,15650.0,17300.0
ford,automatic,ga,3.9,88298.0,14200.0,14700.0
ford,automatic,fl,4.2,38243.0,,14600.0
hyundai,automatic,mn,4.4,,9675.0,9700.0
honda,automatic,nj,4.3,34372.0,11050.0,11000.0
ford,automatic,,4.3,31132.0,29900.0,30700.0
toyota,automatic,fl,3.2,16889.0,22800.0,22200.0
chevrolet,automatic,fl,4.5,25349.0,14400.0,14500.0
chevrolet,automatic,co,3,11013.0,19850.0,18700.0
chevrolet,automatic,ca,3.8,92251.0,9225.0,9800.0
chevrolet,automatic,ne,2,18891.0,,19201.0
dodge,automatic,mo,3.4,48299.0,9600.0,9700.0
ford,automatic,,,103608.0,11250.0,11500.0
bmw,automatic,ga,3.7,55594.0,16350.0,18000.0
ford,automatic,tx,4,40153.0,14900.0,15100.0
chevrolet,automatic,,2.7,10848.0,31300.0,30400.0
,automatic,ga,2.5,55292.0,13600.0,12400.0
ford,automatic,fl,2.7,49929.0,9450.0,9400.0
toyota,automatic,nc,3.9,16751.0,16500.0,16600.0
chevrolet,automatic,mo,4.4,22400.0,,26900.0
toyota,automatic,,3.5,29574.0,26800.0,26100.0
dodge,automatic,,3.6,47349.0,11550.0,11800.0
toyota,automatic,ca,4.5,8837.0,17000.0,17200.0
toyota,,nv,4.4,22173.0,21500.0,23500.0
chevrolet,automatic,ca,3.9,40187.0,10200.0,10000.0
nissan,automatic,mo,4.1,26295.0,,13600.0
dodge,automatic,ga,3.1,168589.0,,5600.0
chevrolet,automatic,,3.9,78521.0,,20700.0
ford,automatic,mi,,,,14500.0
dodge,automatic,in,4.4,17769.0,11300.0,10900.0
ford,automatic,il,5,14560.0,20500.0,20000.0
,automatic,mo,,86012.0,9550.0,10500.0
dodge,automatic,,4,23166.0,16550.0,16800.0
,automatic,ca,,10888.0,14800.0,13800.0
toyota,automatic,az,2.8,34193.0,30700.0,27250.0
,automatic,,1.9,27781.0,9875.0,7600.0
ford,automatic,mn,3.7,28431.0,32700.0,30000.0
honda,automatic,pa,2.9,24772.0,11650.0,10700.0
dodge,automatic,in,,57930.0,15700.0,15000.0
chrysler,automatic,ca,1,23184.0,11450.0,9000.0
honda,automatic,pa,3.4,26616.0,,12800.0
bmw,automatic,,4.4,30030.0,,29500.0
toyota,automatic,mn,1.9,57879.0,9575.0,7500.0
chevrolet,automatic,ca,2.8,61266.0,8400.0,9300.0
hyundai,automatic,ga,3.3,35484.0,13600.0,12500.0
ford,automatic,tn,4.4,16838.0,12350.0,11900.0
hyundai,,nj,3,9894.0,14000.0,10750.0
chevrolet,,pa,3.6,,7575.0,8600.0
,automatic,pa,4.4,42147.0,27700.0,29000.0
,automatic,pa,4.2,28855.0,15750.0,15000.0
chevrolet,automatic,nj,4.1,32611.0,,15700.0
ford,automatic,wa,5,17564.0,28400.0,27500.0
bmw,automatic,fl,4.4,38631.0,35400.0,37000.0
honda,,az,3.1,40328.0,18300.0,17500.0
kia,automatic,wi,4.5,11599.0,21200.0,20800.0
kia,automatic,fl,3.5,16534.0,13950.0,13800.0
ford,automatic,fl,4.7,29590.0,21000.0,21900.0
kia,,mn,3.9,59408.0,14050.0,14400.0
ford,automatic,oh,2,41134.0,10050.0,8500.0
toyota,automatic,tn,3.9,,,11600.0
honda,,nj,2.6,44837.0,20200.0,18000.0
hyundai,automatic,ca,4.5,30290.0,17350.0,17250.0
ford,,fl,5,1201.0,17050.0,17400.0
chevrolet,,fl,5,14031.0,12950.0,13500.0
dodge,automatic,hi,3,38839.0,,18250.0
nissan,automatic,nj,4,34364.0,12100.0,11800.0
,,fl,3.8,29497.0,11900.0,14800.0
nissan,automatic,fl,1,29844.0,14350.0,11250.0
ford,automatic,tx,,15648.0,20700.0,19600.0
,automatic,pa,4.4,29185.0,,10700.0
chevrolet,,oh,3.5,32466.0,9525.0,9800.0
toyota,automatic,nc,,,11800.0,11800.0
ford,automatic,mi,3.5,25991.0,15250.0,13800.0
nissan,automatic,nj,,21579.0,13150.0,12800.0
nissan,automatic,pa,3.2,40335.0,10900.0,11200.0
bmw,automatic,oh,4.9,6236.0,28800.0,29250.0
ford,automatic,ga,4.4,27089.0,15650.0,15500.0
chevrolet,automatic,mo,2.7,42068.0,40400.0,39400.0
kia,automatic,fl,,24272.0,14600.0,15000.0
chevrolet,automatic,ca,3,21217.0,29400.0,29250.0
toyota,automatic,fl,4.5,10665.0,10300.0,10200.0
chrysler,automatic,in,4.6,,19200.0,21000.0
ford,automatic,fl,4.4,,12700.0,12800.0
,automatic,ca,3.4,48443.0,26000.0,26000.0
ford,automatic,mo,3.7,41499.0,11800.0,11400.0
toyota,automatic,fl,2.6,47643.0,10800.0,11000.0
toyota,,tx,,39390.0,20800.0,20700.0
,automatic,,4.3,49019.0,16250.0,15500.0
ford,automatic,tx,3.5,83610.0,5450.0,5900.0
nissan,automatic,ca,3.8,100301.0,7550.0,8400.0
hyundai,automatic,tn,4.8,27925.0,10150.0,10600.0
,automatic,tn,4.7,22629.0,30300.0,30300.0
honda,automatic,fl,4.6,28806.0,,18000.0
,automatic,oh,4.5,19473.0,16150.0,16000.0
bmw,automatic,wi,4.3,85699.0,,19600.0
chevrolet,automatic,oh,2.6,41140.0,10750.0,9100.0
,automatic,ca,3.2,40052.0,25000.0,25400.0
chevrolet,automatic,ga,1.9,154787.0,3250.0,4800.0
honda,automatic,pa,3.7,29742.0,10950.0,11600.0
honda,automatic,ca,2.7,30873.0,,11400.0
honda,automatic,pa,2,70641.0,18250.0,17900.0
dodge,automatic,tx,4.6,24535.0,15900.0,17000.0
ford,,nj,3.4,58411.0,8725.0,8400.0
chevrolet,automatic,tx,4.2,54561.0,9900.0,10200.0
nissan,automatic,,4.5,56275.0,8725.0,9200.0
nissan,automatic,tn,4.8,25184.0,15400.0,16500.0
,automatic,,4.5,58650.0,10100.0,10300.0
ford,automatic,pa,,,,21000.0
nissan,automatic,mo,2.1,40332.0,9900.0,8400.0
ford,automatic,va,3.5,85766.0,6550.0,5300.0
chevrolet,automatic,fl,4.7,10906.0,12900.0,12700.0
chevrolet,automatic,ca,3.6,62368.0,14850.0,14801.0
chevrolet,automatic,tx,3.9,,15850.0,14500.0
ford,automatic,ca,3.7,29901.0,,16100.0
chevrolet,automatic,fl,,35857.0,19450.0,19300.0
hyundai,automatic,nj,2.5,11615.0,11950.0,9700.0
chevrolet,automatic,mo,3.5,69154.0,,26800.0
toyota,,co,4.5,21634.0,15200.0,15300.0
chevrolet,automatic,,3.6,49274.0,25200.0,24400.0
kia,automatic,ga,3.8,55790.0,12950.0,14000.0
nissan,automatic,ca,4.3,17173.0,12150.0,11900.0
nissan,automatic,ca,3.1,35164.0,17000.0,17750.0
chrysler,automatic,pa,5,19989.0,13150.0,14600.0
ford,,,4.7,19087.0,21100.0,23000.0
nissan,automatic,tn,3.1,39629.0,12900.0,12600.0
bmw,automatic,,3.8,50254.0,31200.0,31500.0
dodge,automatic,il,3,15348.0,16450.0,14600.0
toyota,automatic,nj,2.5,29942.0,15000.0,13700.0
toyota,automatic,fl,3.5,42232.0,19200.0,18800.0
ford,automatic,sc,4.4,14378.0,29900.0,29500.0
chevrolet,automatic,,,66644.0,,6500.0
honda,automatic,pa,2.9,20150.0,13600.0,12900.0
nissan,automatic,oh,3.7,53123.0,12200.0,12100.0
nissan,automatic,il,,45036.0,12950.0,13100.0
chrysler,automatic,tn,,20141.0,22800.0,22100.0
ford,automatic,tn,4.2,36187.0,10150.0,9900.0
nissan,automatic,,2.8,20792.0,13700.0,12200.0
honda,automatic,ga,3,,17100.0,18600.0
ford,automatic,pa,3.4,,33200.0,33000.0
hyundai,automatic,fl,,6597.0,12950.0,13300.0
honda,automatic,mo,4.4,32900.0,25700.0,25700.0
toyota,,fl,3.7,38133.0,9825.0,9600.0
nissan,,fl,3.5,25881.0,10500.0,11800.0
ford,manual,il,,11050.0,11200.0,11300.0
honda,automatic,pa,3.1,20901.0,12700.0,11100.0
dodge,automatic,nc,3.9,45138.0,25600.0,24300.0
kia,automatic,wi,4.2,56374.0,7600.0,9200.0
chevrolet,automatic,tx,2.6,37092.0,31000.0,29100.0
ford,manual,fl,2.8,57311.0,18650.0,10500.0
nissan,automatic,nj,,26521.0,22200.0,19000.0
toyota,automatic,nv,2.8,45730.0,11650.0,11600.0
toyota,automatic,,3.2,79513.0,17800.0,20250.0
chevrolet,automatic,tx,3.4,34248.0,10800.0,11200.0
ford,automatic,il,5,25482.0,18050.0,18800.0
chevrolet,,nj,,12855.0,30100.0,29000.0
dodge,automatic,,4.6,19153.0,17450.0,20000.0
chevrolet,automatic,va,2.6,18220.0,10450.0,9500.0
,automatic,ca,4.8,41821.0,17850.0,19300.0
chevrolet,automatic,ga,4.2,25978.0,16200.0,17000.0
bmw,automatic,az,3.1,58184.0,19000.0,17000.0
chevrolet,automatic,ga,2.2,124191.0,5150.0,5000.0
ford,automatic,mn,4.2,4029.0,,21000.0
chevrolet,automatic,,3.5,60942.0,12150.0,12200.0
ford,automatic,tx,3.1,31959.0,23600.0,23100.0
ford,automatic,mn,3.4,36753.0,11600.0,11600.0
ford,automatic,mo,1.9,43943.0,22000.0,40600.0
ford,automatic,,4.4,23290.0,33400.0,32800.0
hyundai,automatic,nv,4.6,17443.0,14300.0,14500.0
chevrolet,automatic,fl,4.1,36154.0,13350.0,13200.0
,automatic,fl,1.9,82622.0,6000.0,4900.0
ford,automatic,ga,3.7,91098.0,9600.0,11100.0
,,nj,3.7,38148.0,11800.0,11000.0
hyundai,automatic,ga,,,12300.0,10600.0
dodge,automatic,fl,4,36340.0,16400.0,16400.0
ford,automatic,ca,3.6,85987.0,,13900.0
nissan,automatic,,3.4,57105.0,12850.0,12600.0
